family,component_or_path,production_mechanism,production_evidence,twin_mechanism,twin_file,verdict_today,target_tier,controls,what_differs,fix_from_repo_alone,external_artifact_needed,lane
cfa,"cfa collections (contacts, fund_accounts)","Go-code-only schema, DocumentDB in prod, no unique indexes, no $jsonSchema","cfa (Go models, no migration files; DocumentDB engine per infra)","seeds/mongo/cfa_seed.js — direct mongosh insert, hand-computed SHA3-256 hashes, explicitly notes 'MongoDB enforces zero uniqueness here'",ENV2_COMPOSE/seeds/mongo/cfa_seed.js,REPRESENTATIVE,REAL,tenant,"DocumentDB vs MongoDB engine-level behavior gaps (aggregation operators, $jsonSchema support, TTL indexes) are unavoidable in a local twin",partial,cfa DocumentDB engine version (Terraform var / AWS console value); index list export for hash_lookup/tokenized_iin/iins collections,05
x_balances,x-balances balance table,"1 goose migration, real schema, singular table name balance",x-balances/internal/database/migrations/20250127224555_balance.go:19,"seeds/s4/xbalances.sql (correct, migration-sourced) — seeds/mysql/xbalances_seed.sql also exists but is dead/unused (wrong table name balances plural, not referenced by any script)",ENV2_COMPOSE/seeds/s4/xbalances.sql,REAL,REAL,"balance,routing",xbalances_seed.sql should be deleted or clearly marked superseded to avoid confusion (never executed but sits in the tree looking authoritative),yes,none,05
x_balances,x-balances sub_balances/sub_balance_limits,"Out-of-band queries.sql DDL (PR #147), itself stale vs current code (missing name/deleted_at)",x-balances/queries.sql (PR #147),Not seeded by the twin (seeds/s4/xbalances.sql:4-8 explicitly documents the omission and cites this exact finding),ENV2_COMPOSE/seeds/s4/xbalances.sql:4-8,MISSING,UNKNOWN-BLOCKED for exact production shape; build to code-required shape as documented REPRESENTATIVE substitute if these flows are ever exercised,"balance,routing",Neither the queries.sql-as-written nor current-code shape is fully self-consistent — build against the code-required shape (add name/deleted_at) if ever needed,no,"SHOW CREATE TABLE sub_balances, sub_balance_limits (schema-only) from an environment where PR #147's feature has shipped",05
api_monolith,API-DB subset: payouts_details,Real PK is payout_id; no beneficiary_bank_code; no separate id column,api/database/migrations/2021_06_08_195420_create_payouts_details_table.php:20-25,"seeds/schema-patches/apidb.sql:36 adds a spurious id PK, and (correctly) includes beneficiary_bank_code",ENV2_COMPOSE/seeds/schema-patches/apidb.sql:36,INCORRECT,CONTRACT-FAITHFUL SUBSTITUTE (correct DDL against TWIN_SPEC/schema/apidb-subset.mysql.sql),merchant_visible_state,"Extra PK column is harmless for INSERTs that always supply both, but is not schema-faithful; any SELECT * or column introspection would see a shape production never has",yes,none,05
api_monolith,API-DB subset: reversals,"entity_id/entity_type polymorphic, fee singular, no payout_id column",api/database/migrations/2016_12_19_110546_create_reversals.php:23-91,"seeds/schema-patches/apidb.sql:35 has both payout_id (wrong, doesn't exist) and entity_id/entity_type (correct), both fee and fees (one is wrong); also missing customer_id, transaction_type, initiator_id, customer_refund_id",ENV2_COMPOSE/seeds/schema-patches/apidb.sql:35,INCORRECT,CONTRACT-FAITHFUL SUBSTITUTE (correct DDL),"reversal,merchant_visible_state","Extra/wrong columns don't break inserts that avoid them, but any code path doing SELECT * or column introspection would see a shape production never has",yes,none,05
api_monolith,API-DB subset: fund_transfer_attempt(s),Real name plural fund_transfer_attempts,api/app/Constants/Table.php:180 (Table::FUND_TRANSFER_ATTEMPT = 'fund_transfer_attempts'),seeds/schema-patches/apidb.sql:38 uses singular fund_transfer_attempt,ENV2_COMPOSE/seeds/schema-patches/apidb.sql:38,INCORRECT,CONTRACT-FAITHFUL SUBSTITUTE (rename to plural),transfer_state,Any query the monolith-stub or payouts code issues against the real plural name would 42S02 (table not found) against this stub's singular table,yes,none,05
api_monolith,"API-DB subset: banking_account(s), payout_status_details vs payouts_status_details",Real names plural: banking_accounts; payouts_status_details,"api/app/Constants/Table.php:83,90 (Table constants)","seeds/mysql/apidb-ddl/00_init.sql:83,96 uses wrong singular names for both, self-flagged in its own header as unverified; seeds/schema-patches/apidb.sql:37 separately creates the CORRECT payouts_status_details, so the stub DB ends up with two non-identical tables for one logical entity","ENV2_COMPOSE/seeds/mysql/apidb-ddl/00_init.sql:83,96; ENV2_COMPOSE/seeds/schema-patches/apidb.sql:37",INCORRECT,"CONTRACT-FAITHFUL SUBSTITUTE (delete 00_init.sql's orphan tables, rename to plural)",merchant_visible_state,"Creates orphan tables never queried, and duplicate/conflicting table for payouts_status_details",yes,none,05
api_monolith,API-DB subset: monolith↔payouts-service dual-write DB link,"Second live MySQL connection, payout_service_database, monolith reads payouts' own DB directly (Connection::PAYOUT_SERVICE_DATABASE)",api/app/Base/Repository.php:1454-1471; api/app/Models/PayoutsDetails/Repository.php:91-100,"Not modeled at all — twin only has the one apidb stub, no second connection from a monolith-stub into payouts' own MySQL",n/a,MISSING,CONTRACT-FAITHFUL SUBSTITUTE — add a second DB connection from monolith-stub into mysql-payouts,"payout_state,merchant_visible_state","If the twin's monolith-stub ever needs to reconcile payout state via this path, it currently cannot",yes,none,05
fts,/v1/transfer create,"Gin route, Basic Auth by username-prefix reflection, source_id+source_type unique + mutex dedupe",fts/internal/routing/router/route_list.go:174-198,"Same binary (rzp-arena/fts image built from real fts repo), fts.toml overrides only infra hosts (env.arena.toml)",ENV2_COMPOSE/config/templates/base/fts/env.arena.toml,REAL,REAL,"auth,idempotency,payout_state,transfer_state",None functionally — config-only substitution,yes,none,06
fts,Route selection (shared),source_account_mappings priority-ordered query + channel-health filter,"fts/internal (route selection code, §2)","Same code; seed rows in seeds/s4/fts.sql:64-72 (2 merchants x IMPS/NEFT -> pool account 900001), channel_information_status seeded with 10 explicit UP rows (fts.sql:112-125)","ENV2_COMPOSE/seeds/s4/fts.sql:64-72,112-125",REPRESENTATIVE,REAL — seed a second channel + DOWN rows + default direct rule,routing,"Only 1 channel/bank (RBL) seeded vs 12 in prod; no failover scenario seeded (only one healthy channel exists, so cross-channel failover logic is never exercised)",yes,none,06
fts,Route selection (direct),direct_account_routing_rules merchant+default rule,"fts/internal (route selection code, §2)","Same code; 2 rows seeded (fts.sql:100-104, M2 IMPS/NEFT -> account 900002)",ENV2_COMPOSE/seeds/s4/fts.sql:100-104,REPRESENTATIVE,REAL — seed a default direct rule,routing,"Only merchant-scoped rule, no default/fallback rule seeded, so the merchant_id IS NULL fallback path is never exercised",yes,none,06
fts,Transfer/attempt FSM,pkg/transition in-process,fts/pkg/transition,Same binary,n/a (real fts binary),REAL,REAL,"transfer_state,payout_state",None,yes,none,06
fts,Status webhook (a/b/c: Kafka/PS-direct/monolith-legacy),"3-way Kafka/PS-direct/monolith-legacy branch, Splitz-gated",fts/internal/transfer/service.go:1071-1275 (FireTransferStatusWebhook),"Same code; twin disables Kafka entirely (env.arena.toml:155-158, kafka_producers.fire_transfer_status.enabled=false — no local broker stood up) and points [webhook.payout.transfer_status] at monolith-stub (line 172)","ENV2_COMPOSE/config/templates/base/fts/env.arena.toml:155-158,172",MISSING,REAL end-to-end (enable fts producer + Splitz on for a merchant),"routing,payout_state,transfer_state","Kafka branch (c) cannot be exercised at all in this twin; which of (a)/(b)/(c) fires depends on splitz-stub's canned answer, not real per-merchant Splitz state",yes,sanitized export of current enabled/disabled state and rollout % for FireStatusUpdateKafka and related experiment keys,06
mozart,Mozart (bank gateway),Real Mozart binary talks to actual banks; -mock mode available for non-prod,mozart/app/mock/mappings.go:1-156,"mozart-sim (Python stdlib HTTP server, 266 lines) is the default/primary substitute; mozart-mock (real binary) service defined but profiles:[""mozart-real""], inert by default and cannot currently be built (private-module blocker)","ENV2_COMPOSE/substitutes/mozart-sim/server.py:74-111,114-175,244-249",REPRESENTATIVE,CONTRACT-FAITHFUL SUBSTITUTE per substitute-contracts/mozart-sim.md; REAL blocked by private modules,"transfer_state,reversal","mozart-sim implements the same envelope shape field-for-field on the subset it populates, but scenario selection is amount-keyed (own convention, distinct from real Mozart's exact-field-match and FTS's own mock-server's amount convention) and does not replicate per-bank gateway/version routing — sim ignores which bank/version was requested entirely, dispatching purely on action",partial,"private Go modules integrations-utils, integrations-go, orchestrator (for real Mozart -mock; otherwise not needed)",06
mozart,Mozart bank-error classification,"FTS-side defaultErrorCodes/transferErrorCodes maps (818-line file, real code)",fts/internal/providers/mozart/error_code.go:217-952,"Same code (fts binary is real) — only the inputs (Mozart's bank_status_code) are synthetic, from mozart-sim",ENV2_COMPOSE/substitutes/mozart-sim/server.py,REPRESENTATIVE,CONTRACT-FAITHFUL SUBSTITUTE per substitute-contracts/mozart-sim.md,"transfer_state,reversal","mozart-sim only emits SUCCESS, INSUFFICIENT_FUND, DUPLICATE_TXN, PENDING, CBS:188, RETURNED scenarios, a small subset of the ~140-entry map; codes not exercised: FROZEN_ACCOUNT, INVALID_VPA, TXN_REJECTED, AUTHORIZATION_FAILED, and all transferErrorCodes overrides",yes,none,06
fts,Worker set,"~40 worker_queue_map keys, per-bank x mode x operation granularity in prod","fts/config (worker_queue_map, per lane06 §2)",13 workers seeded (default + initiate/check/webhook/retry x3 + RBL x2 variants x2 ops),ENV2_COMPOSE/docker-compose.yml (fts-worker-* services),REPRESENTATIVE,REAL — add workers for any additional bank,"transfer_state,routing",No ICICI/Axis/Yesbank/amazon_pay/m2p/citi/ocbc worker processes exist in the twin — any test scenario needing a non-RBL channel cannot be driven end-to-end without adding workers+config,yes,none,06
recon_art,Recon/ART write route,"PATCH/POST /v1/attempts/:action, PUT /v1/attempts/reconcile, auth API+ART","fts/internal/routing/router/route_list.go:174-198 (route definitions, real); fts/internal/transfer/attempt_bulk_action.go:219+",Not found wired in docker-compose.yml's fts service list as a distinct caller (no art-stub or recon caller service),n/a,MISSING,verifier-driven direct calls to FTS ART routes (REAL routes) for Env 4,"reversal,repair","Recon/repair flows into FTS untested end-to-end; the routes themselves are REAL on the FTS side, only the caller is missing",yes,none,06
fts,Downtime notification callback,"PartnerBankHealthPayload -> monolith notify_channel_status + PS notify_channel_status (feature-flag gated), 3x10s retry","fts/internal/notification.go (SendPartnerBankHealthNotification, V1 path)","Not traced in twin config this pass (payouts_service.notify_channel_status/notify_downtime URLs point at arena placeholders per template inheritance from env.default.toml, not overridden in env.arena.toml)",ENV2_COMPOSE/config/templates/base/fts/env.arena.toml,UNKNOWN-BLOCKED,UNKNOWN-BLOCKED — verify twin-side receiver,merchant_visible_state,Not verified whether monolith-stub/PS in the twin implement a receiver for this callback; V2's actual HTTP delivery (send_notification task body) also unconfirmed,partial,"read of internal/tasks/send_notification.go (in-repo, unread this pass)",06
ledger,ledger-api (JournalAPI/AccountAPI/LedgerConfigAPI),"Go/Twirp binary, Postgres, real business logic","payouts/pkg/ledger/ledger_journal_create.go:66-93,151-165","Same binary, real image, postgres-ledger",ENV2_COMPOSE/docker-compose.yml,REAL,REAL,"balance,reversal,tenant",Schema is the real rx_migrations; ledger_config loaded via the real LedgerConfigAPI/CreateInBulk RPC using ledger's own seed data,yes,none,07
ledger,ledger_config seed data,Go seed (shared_account_x.go/direct_account_x.go) loaded via ledger's own migration/admin path,"ledger/internal/journal/ledger_config/seed_data/{shared_account_x.go,direct_account_x.go}","Same Go seed, loaded via the same RPC (up.sh:138-144)",ENV2_COMPOSE/scripts/up.sh:138-144,REAL,REAL,"balance,reversal",None material,yes,none,07
ledger,ledger accounts/account_details (per-merchant + FTS nodal/current rows),"Created via AccountAPI/CreateOnEvent by FTS (FTS-side) and (unknown caller, likely monolith) for merchant-side",fts/internal/account/service.go:4773-4777; ledger/internal/account/seed_data/shared_account_x.go:216-231,raw-SQL seed (ledger.sql) reproducing the shape by hand,ENV2_COMPOSE/seeds/s4/ledger.sql,INCORRECT,REAL with corrected seeds (via AccountAPI/CreateOnEvent events nodal_/current_pool_account_onboarding) and a monolith-stub caller for merchant-side onboarding events,"balance,routing,payout_state",INCORRECT for the M2/Direct FTS pair (fund_account_type=nodal should be current; missing Current parent accounts) — CONTRACT-FAITHFUL for the Shared/M1/M3 pair; blocks payout_processed/reversed for any Direct-routed FTS journal,yes,caller of ledger AccountAPI/CreateOnEvent for merchant-side onboarding events (almost certainly API monolith) — sanitized code excerpt or one-paragraph confirmation sufficient,07
ledger,ledger CronJobs/scheduler,"split_account_balance_update/verify_warm_storage CronJobs, both suspended in prod; in-process scheduler for the rest","ledger/ (CronJob manifests, suspended state per lane07 §2)",Not modeled (no cron container in twin),n/a,REPRESENTATIVE,REAL,"balance,repair","Omission matches prod's suspended state for the 2 CronJobs; the in-process scheduler jobs (balance_update_script etc.) are simply absent — acceptable for a payout-happy-path arena, would need explicit modeling for a repair-path arena",yes,none,07
x_balances,x-balances (server+worker),"Go binary, MySQL, real bank-polling workers, Ledger-dependent enricher","x-balances/ (server+worker, per lane07 §2)","Real image, mysql-xbalances (xbalances-server, xbalances-worker)",ENV2_COMPOSE/docker-compose.yml,REAL,REAL,"routing,balance","Mozart bank-poll target is mozart-sim, not a live bank; sub_balance/sub_balance_limit tables not migrated (queries.sql-only in prod too — not a twin gap)",yes,none,07
x_balances,x-balances balance seed,Populated by activation flow (Slice: direct x-balances write; legacy banks: via monolith bas) or by the Ledger enricher (Shared/sub_balance),"x-balances/ (activation flow, per lane07 §2)","raw seed row per merchant, all 3 types (xbalances.sql)",ENV2_COMPOSE/seeds/s4/xbalances.sql,REPRESENTATIVE,REAL,"balance,routing","All 3 merchants get a stored balance value even though Shared/sub_balance's real number is always overwritten from Ledger live — harmless for selection, only matters if a test reads x-balances' raw column for a Shared merchant expecting it to be authoritative",yes,none,07
cfa,CFA (server+worker),"Go/gRPC+REST, MongoDB, hash-based app-level dedupe","cfa/ (server+worker, per lane07 §2)","Real image, mongo-cfa, cfa-server/cfa-worker-contact/cfa-worker-fa",ENV2_COMPOSE/docker-compose.yml,REAL,REAL,tenant,None material found,yes,none,07
cfa,CFA seed (contacts/fund_accounts/hash_lookup),"App-created via API, SHA3-256 hash computed by Go golang.org/x/crypto/sha3","cfa/ (SHA3-256 hash computation, per lane07 §2)","Direct mongosh seed with precomputed SHA3-256 hashes (Python hashlib.sha3_256, same NIST standard) matching the Go input-string format",ENV2_COMPOSE/seeds/mongo/cfa_seed.js,CONTRACT-FAITHFUL,REAL,tenant,"None material, by the twin's own careful design (bypasses the API but reproduces its exact invariants: hash algorithm, no unique index reliance)",yes,none,07
banking_accounts,banking-accounts service,"Go/Gin, MySQL, ~40+ onboarding/admin/data-fix routes, Mozart/FTS/monolith integrations","banking-accounts/internal/applications/onboarding/{rbl,axis,icici,idfc,yesbank,yesbank_pobo,slice}","bankingaccounts-stub (Python, 1 route: GET /payouts/shield/merchant/{id}/details)",ENV2_COMPOSE/substitutes/bankingaccounts-stub/server.py,REPRESENTATIVE,keep substitute; add routes only if onboarding flows are tested,tenant,"Everything except the one PS-called route is unimplemented — no onboarding, no balance_id admin PATCH, no credential management; real service pulls in Mozart, Zoho, UFH, BVS, Hubspot, Segment, Metro, and a 5-bank onboarding state machine, orthogonal to a payout-path arena",yes,"schema-only DDL dump of banking_account/banking_account_application plus route list, if onboarding stub is ever extended",07
workflow_service,Workflow Service (WFS) itself,"Go/Twirp + Cadence, 3 binaries, MySQL, real callback/retry engine",workflows/internal/entities/workflow/server.go:56-60; workflows/internal/entities/workflow/interactor.go:290-317,Absent. docker-compose.yml has no workflows* service; [workflow] client in arena.toml:299-316 points at http://127.0.0.1:1 (dead loopback),ENV2_COMPOSE/config/templates/base/payouts/arena.toml:299-316,MISSING,REAL (Cassandra + Cadence + MySQL + api + workers) when approval family in scope; else contract per substitute-contracts/workflow-service.md,"approval,routing","Every field/mechanism (Create contract, config resolution, callback delivery, retry, expiry, self-approval)",yes,none,08
workflow_service,PS -> WFS WorkflowAPI.Create call,"Real Twirp POST, [200,201,409] success set, config resolved server-side by owner tuple",payouts/pkg/workflow/workflow_create.go:225-262; workflows/internal/entities/config/repo.go:93-104,"Call attempted against 127.0.0.1:1 -> connection refused -> HandleWorkflowsIfApplicable returns WorkflowCreationBadRequestError (400) -> entire payout-create request fails, no payout persisted for any merchant that reaches the workflow-applicable branch",payouts/internal/app/payouts/processor/base.go:285-289; baseHelper.go:37-46,INCORRECT,REAL — stand up WFS or thin substitute per contract,"payout_state,merchant_visible_state,approval","Prod: payout enters pending, waits for approval. Twin today: payout-create call itself errors out for M3 whenever IsWorkflowApplicable is true (i.e. whenever created via non-API auth)",yes,none,08
workflow_service,"DCS Workflows config, M3 fixture","enable_payout_workflow, skip_workflow_for_dashboard, skip_workflow_for_payroll, skip_approval_workflow_for_api, enable_approval_via_oauth proto",config-proto/rzp/x/merchant/payouts/workflows.proto:8-13,"seeds/s4/dcs_fixtures.json M3 row: enable_payout_workflow:true, skip_workflow_for_dashboard:false, skip_workflow_for_payroll:true, skip_approval_workflow_for_api:true, enable_approval_via_oauth:false — field names/types match the proto exactly",ENV2_COMPOSE/seeds/s4/dcs_fixtures.json,CONTRACT-FAITHFUL,CONTRACT-FAITHFUL SUBSTITUTE,"routing,approval",skip_approval_workflow_for_api:true means M3's workflow is only reachable via non-Private auth — worth flagging in seed comments,yes,none,08
payouts_service,payouts-side workflow_config/workflow_state_map tables,"workflow_config: dead read path in real code (never queried outside tests). workflow_state_map: write-only mirror of WFS's POST /v1/workflow/state callback, dual-forwarded to monolith, never read back","payouts/internal/app/workflowConfig/core.go; grep -rln ""workflowConfig."" internal/ pkg/ -> only boot/handler.go and package's own tests","Twin pre-seeds both tables directly (seeds/s4/payouts.sql:89-100) with a synthetic finance_l1/finance_l2/owner 3-step config, matching the real schema exactly",ENV2_COMPOSE/seeds/s4/payouts.sql:89-100,REPRESENTATIVE,REAL (inert decoration until WFS drives traffic),none,"Real PS never derives approval eligibility from these local tables — the state graph and role rules live entirely in WFS's configs/states tables, which don't exist in the twin either",yes,none,08
api_monolith,monolith workflow_entity_map (API-DB stub),"Real per-payout 'is a WFS workflow open' lookup, read by shouldCallWorkflowService before every monolith-mediated approve/reject","api/app/Models/Payout/Core.php:3123-3128,3232-3335 (EntityMap\Repository)","seeds/schema-patches/apidb.sql:34 creates the table (empty, populated at runtime per SYNTHETIC_FIXTURE_SPEC.md)",ENV2_COMPOSE/seeds/schema-patches/apidb.sql:34,CONTRACT-FAITHFUL,CONTRACT-FAITHFUL SUBSTITUTE,"routing,approval",Needs a row inserted at workflow-creation time for the twin's monolith-stub to route correctly — not confirmed whether monolith-stub/server.py does this (grep found zero workflow/batch handling in it at all),yes,none,08
workflow_service,"PS inbound /v1/workflow/state, /v1/workflow/state/:id","Real BasicAuth-gated write route, persists + dual-forwards",payouts/internal/routing/router (workflow callback routes),"Route exists in the real payouts binary the twin runs (PS's own code, unchanged) — but nothing in the twin ever calls it, since there is no WFS to originate the callback",n/a (real payouts binary),MISSING,REAL (mechanism exists; needs WFS or substitute to drive it),"approval,payout_state",No fixture/traffic exercises this path,yes,none,08
batch,Batch service itself,"Java/Spring, 7 k8s deployments, Postgres, payout.json/payout_approval.json JSON-config engine","batch/src/main/resources/{payout.json,payout_approval.json}",Absent. No batch* service in docker-compose.yml; no substitutes/batch*,n/a,MISSING,CONTRACT-FAITHFUL SUBSTITUTE (thin driver) per substitute-contracts/batch-service.md,"idempotency,approval",Entire bulk-create/bulk-approve-via-CSV flow,yes,none,08
batch,payouts/bulk_approve (the route Batch calls),"Monolith route -> WFS-or-legacy-checker branch: if EntityMap\Repository::isPresent('payout', id) is true, calls WFS directly (createActionOnEntity); falls back to legacy monolith-local checker system only when no WFS-backed workflow is found","api/app/Http/Route.php:2319; api/app/Models/Payout/Service.php:3539-3681; api/app/Models/Payout/Core.php:3123-3128,3232-3335,3589-3604,3614-3648,8010-8035","substitutes/monolith-stub/server.py has zero workflow/batch handling (grep -n -i ""workflow|batch"" -> no output)",ENV2_COMPOSE/substitutes/monolith-stub/server.py,MISSING,"CONTRACT-FAITHFUL SUBSTITUTE (must live in/alongside monolith-stub, not a WFS-stub; A/R-discriminated, <=15-row, no-OTP contract)","approval,routing","Whole chain missing; CORRECTION: prior reports claimed this bypasses WFS entirely and hits PS directly — it is a monolith route that in fact routes through WFS for workflow-backed payouts, only falling back to a legacy checker otherwise, and does not exist in the payouts microservice repo at all",yes,none,08
batch,"payouts/bulk (Batch's create-side call, and PS's own /v1/payouts/bulk)",PS route exists and is real (payout_internal_routes_with_passport.go),payouts/internal/routing/router/payout_internal_routes_with_passport.go,PS's own route exists unchanged in the twin's payouts-api container; only the Batch caller is missing (no traffic generator hits it with Batch's headers/idempotency-key shape),n/a (real payouts binary),REAL,CONTRACT-FAITHFUL SUBSTITUTE (add Batch caller/driver),"idempotency,payout_state,transfer_state","Twin can exercise this endpoint directly (curl with X-Batch-Id etc.) even with no Batch substitute — genuinely different from the approve side, which needs the monolith-stub to do real branching work",yes,none,08
workflow_service,Cadence,"Long-running distributed workflow engine, durable retry/backoff",workflows/ (go.uber.org/cadence v0.13.4 client SDK),Absent (follows from WFS being absent),n/a,MISSING,REAL (part of WFS stack) when approval family in scope,approval,—,partial,exact uber/cadence server image tag/version used in prod's Cadence cluster,08
stork,Stork WebhookAPI (subscriptions + delivery),"Go service, MySQL+Redis+SQS+Trino+Kafka, protobuf Twirp, HMAC-SHA256 signed, exponential backoff (15 attempts/24h), fan-out via async SQS workers","payouts/pkg/stork/client.go:105; stork/ (delivery workers, backoff formula per lane09 §Production behaviour)","substitutes/stork-capture/server.py (235 lines) — in-process dict store, synchronous inline delivery on ProcessEvent, JSON Twirp routes, real HMAC-SHA256 signing over the raw payload string, real header names (X-Razorpay-Event-Id, X-Razorpay-Signature), MAX_WEBHOOKS_PER_OWNER=30 matching prod's documented cap",ENV2_COMPOSE/substitutes/stork-capture/server.py,CONTRACT-FAITHFUL,keep substitute; add duplicate/delay/drop knobs; optionally protobuf decoding to drop the ARENA_STORK_JSON patch,merchant_visible_state,"No retry/backoff (delivers once, no re-attempt on non-2xx), no dedupe simulation by default, no per-owner disable cron, no MySQL persistence (in-memory, lost on restart), sync delivery vs prod's async-queue delivery",yes,none,09
stork,Stork wire protocol (protobuf vs JSON twirp),Protobuf-encoded Twirp body (NewWebhookAPIProtobufClient),payouts/pkg/stork/client.go:105,"stork-capture parses json.loads(body) only — no protobuf decoding; requires ARENA_STORK_JSON=1 patch to payouts/pkg/stork/client.go swapping to NewWebhookAPIJSONClient (Twirp's own supported alternate content-type, generated code, not a hand-rolled shim)",ENV2_COMPOSE/build/arena-patches (ARENA_STORK_JSON patch); rpc/stork/webhook/v1/webhook_api.twirp.go:470,CONTRACT-FAITHFUL,"keep substitute; needs ARENA_STORK_JSON patch (necessary, not superfluous)",merchant_visible_state,"Patch is necessary: without it, payouts sends binary protobuf bytes that stork-capture's json.loads cannot parse (immediate 400/decode error on every call); patched client uses Twirp's own JSON content-type variant, same Go struct marshaled differently — payload field shape unaffected",yes,none,09
stork,Stork ordering/reordering simulation,"No FIFO guarantee, no documented deliberate-reorder knob (production ordering is accidental/rare, SQS-driven)","stork/ (SQS fan-out, per lane09 §Production behaviour)",STORK_REORDER=1 env flag delays every even-indexed delivery per owner_id by STORK_REORDER_DELAY_SEC (default 0.3s) so odd-indexed lands first,"ENV2_COMPOSE/substitutes/stork-capture/server.py:28-35,174-182",REPRESENTATIVE,keep substitute; add duplicate/delay/drop knobs,"idempotency,reversal","Production's lack-of-ordering is probabilistic/SQS-driven; twin's is deterministic and index-parity-based — good enough to exercise V21-style tests, not a byte-for-byte model of SQS concurrency",yes,none,09
stork,Stork subscription Create/List,"MySQL webhooks/subscriptions tables, proto Webhook/Subscription shapes","stork/ (MySQL schema, proto Webhook/Subscription, per lane09 §Production behaviour)","_create_webhook/_list_webhooks (server.py:89-121) build the same field names (id, service, owner_id, owner_type, url, secret, subscriptions[event_name...], disabled), return secret_exists bool like prod's toProto() (never echoes raw secret)",ENV2_COMPOSE/substitutes/stork-capture/server.py:89-121,CONTRACT-FAITHFUL,keep substitute,merchant_visible_state,"No DB persistence, no request_headers, no alert_email, no per-owner max-30 enforcement beyond a literal count check (matches prod's behavior, not its code path)",yes,none,09
stork,Merchant HTTP endpoint receiving deliveries,"Arbitrary merchant server, verifies X-Razorpay-Signature itself","n/a (merchant-owned, no repo)","substitutes/merchant-webhook-sink/server.py — computes hmac.new(WEBHOOK_SECRET, body, sha256) and compares (hmac.compare_digest) against received X-Razorpay-Signature, logs every delivery with headers+parsed body to /data/deliveries.jsonl",ENV2_COMPOSE/substitutes/merchant-webhook-sink/server.py:33-37,CONTRACT-FAITHFUL,keep substitute,merchant_visible_state,"Path shape /webhook/{merchant_id} is a twin convention, not derived from a real merchant integration guide (merchants choose their own URL in production)",yes,none,09
kafka,Kafka broker,"AWS-managed Kafka cluster (per env), TLS, 2 partitions/3 replicas for the fts-status topics","payouts/config/prod.toml (kafka broker config, per lane09 §Production behaviour)","apache/kafka:3.8.0 KRaft single-node, no TLS, KAFKA_AUTO_CREATE_TOPICS_ENABLE=true",ENV2_COMPOSE/docker-compose.yml:280-297,REAL,REAL end-to-end,"payout_state,transfer_state","Single partition topology in practice (auto-create defaults, not explicitly 2-partition/3-replica like prod) — does not change consumer-group semantics for single-node dev topology, but a multi-payout-in-flight ordering test needs to know prod uses 2 partitions (same-partition-key ordering only guaranteed within a partition)",yes,none,09
kafka,"Payouts Kafka consumers (fts_status_updates, fts_status_updates_retry)","Real Go binary payouts-kafka-consumer, same topic/group/backoff config as prod (scaled per env)",payouts/config/prod.toml ([kafka_consumers] block),"docker-compose.yml:857-905 runs the real payouts-kafka-consumer binary against the arena Kafka broker, config copied from config/devstack.toml with TLS off",ENV2_COMPOSE/config/templates/base/payouts/arena.toml:1047-1084,REAL,REAL,"payout_state,transfer_state,idempotency","None functionally — same code, same topic names, same consumer-group names, same reversed/failed-drop logic",yes,none,09
kafka,FTS -> PS Kafka producer side,"fts service, Splitz-gated FireStatusUpdateKafka, real fire_transfer_status Kafka producer",fts/internal/providers/kafka/provider.go; fts/internal/transfer/service.go:1136-1141 (Splitz-gated early return),"[kafka_producers.fire_transfer_status].enabled=false in twin's FTS config, and splitz-stub returns off for FireStatusUpdateKafka; FTS->PS status path always takes the HTTP-webhook branch instead ([webhook.payout.transfer_status] -> monolith-stub -> payouts-api PATCH /v1/payouts/update_payouts_with_fts, Flow I)","ENV2_COMPOSE/config/templates/base/fts/env.arena.toml:156-158,171-172; ENV2_COMPOSE/substitutes/splitz-stub/CONTRACT.md:70",MISSING,REAL end-to-end (enable fts producer + Splitz on for a merchant),"payout_state,transfer_state","Kafka consumer infrastructure is REAL and running, but nothing produces onto rx-fts-status-update-events in the twin today; twin cannot currently exercise the Kafka status-propagation path end-to-end even though consumer side is real and correctly wired; single most important reason this is not yet REAL is a config/seed gap, not a code gap — flipping enabled=true + a splitz-stub variant override would suffice",yes,none,09
stork,V21 verifier (webhook completeness),n/a (test code),n/a,"verifier/verifiers/test_v21_webhook_completeness.py hits stork_capture_client.get('/v1/captured'), marked BLOCKED_BY_FIDELITY_GAP, docstring claims stork-capture doesn't capture payout.* Twirp WebhookAPI/ProcessEvent events",ENV2_COMPOSE/verifier/verifiers/test_v21_webhook_completeness.py,INCORRECT,fix verifier to call /_captured/events,merchant_visible_state,"Current server.py DOES implement _process_event at the real Twirp route and exposes captured payout-webhook deliveries at /_captured/events and /_arena/events?merchant= — the verifier is calling the wrong path (/v1/captured instead of /_captured/events) and its skip/degrade reasoning predates the current stub; this is a stale verifier, not a real fidelity gap",yes,none,09
